"schema_version","study_id","record_id","evaluation_class","development_evidence_reused","producer_qualification_passed","producer_validation_passes","producer_holdout_passes","live_oracle_jobs","live_oracle_passes","candidate_jobs","fresh_trials_total","fresh_trials_passed","development_control_passes","development_treatment_passes","development_trials_per_arm","development_control_mean_reward","development_treatment_mean_reward","development_mean_reward_delta","development_pairwise_schema_equal","development_metric_regressions","strict_development_gate","validation_released","validation_oracle_passes","validation_control_passes","validation_treatment_passes","validation_trials_per_arm","strict_validation_gate","holdout_released","holdout_oracle_passes","holdout_control_passes","holdout_treatment_passes","holdout_trials_per_arm","strict_holdout_gate","candidate_reachability_passes","execution_errors","semantic_retries","model_calls","promotion_status","product_changed","installed_preimage_sha256","installed_skill_sha256","g011_harbor_skill_sha256","protocol_manifest_sha256","producer_attestation_sha256","pareto_development_sha256","pareto_validation_sha256","strict_development_decision_sha256","strict_validation_decision_sha256","strict_holdout_decision_sha256","promotion_decision_sha256","product_validation_sha256","cross_platform_validation_sha256","independent_audit_sha256","independent_artifact_audit","nonsemantic_audit_boundary","environment_restoration_sha256","prepublication_ledger_head_sha256","git_checkpoint","pushed_before_evolution","comparability","limitations"
"1","zx-workflow-author-g011-adapter11-evolution-v10-20260904","v10-promotion","paired-deterministic-contract","true","true","6","6","2","12","4","36","36","10","12","12","0.833333","1.000000","0.166667","true","0","accepted","true","6","6","6","6","accepted","true","6","6","6","6","accepted","24","0","0","0","promote-g011","true","11e367ebfca276deb6cc5c0c4c759fb06572e1557e4d600906dd28a608350642","d02366930efb8ed981601ae0f0b1c48af075b24aa06b1a6f43cf8156566f153c","6a184c4d194a381c42bb2575fcdb9665fd1f2c4f3c4ada2e7b0701921677e286","fb5ea34b657e6e60e09ba7c15ba6dfb4e65d9942c70cb2f1ad6a1852559f732d","22db8e4cc602a39fa0930aeb09bfc0c2bd97a25f04f5b36635fdd96d2f709e27","4838233b7e242c1808685716a41b66d500017f121f2d315224e208a3eb8e60c1","8e9d3caa9305eb25b815d39da4d030eab26867829436fe214d60ba6842520a04","f36fab8aeeb8703153794fd6be0ce19bd23ec8742cecf5444d3d390b522eb32b","346880b9c647a58d19c3cdb0c21fa0e1d9c8e27d65e2d0eb39de236a05de6c56","be7c2413bcb39635b236d7c6612b7382a31a2184a3848aefa536da8de5d69324","725c6ab28396253e1ea482d416bfa50489d861afb70e76fa9d91bdbfe0b9072a","59efcf24dd7c96adc4f69f1d233a2e5f2258284f6d8c6e48d8a749e79ceefe31","dc5ec7f642d043bafa821d0197c69bd637be20a24b73d50198a65413bce870c4","ef34a05b1f10e19b9d83507a69b54106c6c0fdde4677719b3a322589735ac792","accepted","failed-postdecision-no-causal-effect","c69b924bc6e03a3ff506c820c9aa4ba62dcf30001d1bfc6384840643b6ad1fc8","d1419fdf1c473a993707ae97e9b169012d58729a828cd09f236686448909e358","3fdf918989e832df5686ae15e98070fd6d6af59a","true","paired within each deterministic cohort; Codex-only rows are descriptive only","Development reused adaptive V8 evidence; producer independence is procedural; the post-promotion auditor accidentally saw development task-name fields after all decisions; reachability is adapter-receipt-bound; the ledger has no external signature; no causal Codex-only delta is supported."
